PlayerID,PlayerName,birthDate,birthPlace,draft_pick,draft_round,draft_year,college,height,weight,shoots,position
1623,Theo Ratliff,"April 17, 1973",USA,18th overall,1st round,1995,University of Wyoming,6-10,225lb,Right,Center and Power Forward
1624,Theron Smith,"October 3, 1980",USA,,,,Ball State University,6-8,225lb,Right,Small Forward
1625,Thomas Bryant,"July 31, 1997",USA,42nd overall,2nd round,2017,Indiana University,6-11,248lb,Right,Center
1626,Thomas Gardner,"February 8, 1985",USA,,,,University of Missouri,6-5,225lb,Right,Shooting Guard
1627,Thomas Hamilton,"April 3, 1975",USA,,,,University of Pittsburgh,7-2,330lb,Right,Center
1628,Thomas Robinson,"March 17, 1991",District of Columbia,5th overall,1st round,2012,University of Kansas,6-10,237lb,Right,Power Forward
1629,Thon Maker,"February 25, 1997",South Sudan,10th overall,1st round,2016,,7-1,221lb,Right,Center and Power Forward
1630,Thurl Bailey,"April 7, 1961",District of Columbia,7th overall,1st round,1983,North Carolina State University,6-11,215lb,Right,Power Forward and Small Forward
1631,Tiago Splitter,"January 1, 1985",Brazil,28th overall,1st round,2007,,6-11,245lb,Right,Center and Power Forward
1632,Tibor Pleiss,"November 2, 1989",Germany,31st overall,2nd round,2010,,7-3,256lb,Right,Center
1633,Tierre Brown,"June 3, 1979",USA,,,,McNeese State University,6-2,189lb,Right,Point Guard and Shooting Guard
1634,Tim Breaux,"September 19, 1970",USA,,,,University of Wyoming,6-7,215lb,Right,Small Forward
1635,Tim Duncan,"April 25, 1976",U.S. VirgIslands,1st overall,1st round,1997,Wake Forest University,6-11,250lb,Right,Center and Power Forward
1636,Tim Frazier,"November 1, 1990",USA,,,,Pennsylvania State University,6-1,170lb,Right,Point Guard
1637,Tim Hardaway,"September 1, 1966",USA,14th overall,1st round,1989,University of Texas at El Paso,6-0,175lb,Right,Point Guard
1638,Tim Hardaway Jr.,"March 16, 1992",USA,24th overall,1st round,2013,University of Michigan,6-6,205lb,Right,Shooting Guard
1639,Tim James,"December 26, 1976",USA,25th overall,1st round,1999,University of Miami,6-7,212lb,Right,Small Forward
1640,Tim Kempton,"January 25, 1964",USA,124th overall,6th round,1986,University of Notre Dame,6-10,245lb,Right,Power Forward
1641,Tim Legler,"December 26, 1966",District of Columbia,,,,La Salle University,6-4,200lb,Right,Point Guard and Shooting Guard
1642,Tim Ohlbrecht,"August 30, 1988",Germany,,,,,6-11,255lb,Right,Center
1643,Tim Quarterman,"October 27, 1994",USA,,,,Louisiana State University,6-6,195lb,Right,Shooting Guard
1644,Tim Thomas,"February 26, 1977",USA,7th overall,1st round,1997,Villanova University,6-10,230lb,Right,Power Forward and Small Forward
1645,Tim Young,"February 6, 1976",USA,56th overall,2nd round,1999,Stanford University,7-0,220lb,Right,Center
1646,Timofey Mozgov,"July 16, 1986",Russia,,,,,7-1,275lb,Right,Center
1647,Timothe Luwawu-Cabarrot,"May 9, 1995",France,24th overall,1st round,2016,,6-6,210lb,Right,Small Forward
1648,Tito Maddox,"June 7, 1981",USA,38th overall,2nd round,2002,"California State University, Fresno",6-4,190lb,Right,Shooting Guard
1649,Tobias Harris,"July 15, 1992",USA,19th overall,1st round,2011,University of Tennessee,6-9,235lb,Right,Power Forward and Small Forward
1650,Toby Bailey,"November 19, 1975",USA,45th overall,2nd round,1998,"University of California, Los Angeles",6-6,213lb,Right,Shooting Guard
1651,Todd Day,"January 7, 1970",USA,8th overall,1st round,1992,University of Arkansas,6-6,188lb,Right,Shooting Guard
1652,Todd Fuller,"July 25, 1974",USA,11th overall,1st round,1996,North Carolina State University,6-11,255lb,Left,Center
1653,Todd MacCulloch,"January 27, 1976",Canada,47th overall,2nd round,1999,University of Washington,7-0,280lb,Right,Center
1654,Tom Chambers,"June 21, 1959",USA,8th overall,1st round,1981,University of Utah,6-10,220lb,Right,Power Forward
1655,Tom Gugliotta,"December 19, 1969",USA,6th overall,1st round,1992,North Carolina State University,6-10,240lb,Right,Small Forward and Power Forward
1656,Tom Hammonds,"March 27, 1967",USA,9th overall,1st round,1989,Georgia Institute of Technology,6-9,215lb,Right,Power Forward
1657,Tomas Satoransky,"October 30, 1991",Czech Republic,32nd overall,2nd round,2012,,6-7,210lb,Right,Shooting Guard and Point Guard
1658,Toney Douglas,"March 16, 1986",USA,29th overall,1st round,2009,"Auburn University, Florida State University",6-2,195lb,Right,Point Guard and Shooting Guard
1659,Toni Kukoc,"September 18, 1968",Croatia,29th overall,2nd round,1990,,6-10,192lb,Left,Power Forward and Small Forward
1660,Tony Allen,"January 11, 1982",USA,25th overall,1st round,2004,"Butler County Community College, Oklahoma State University",6-4,213lb,Right,Shooting Guard and Small Forward and Point Guard
1661,Tony Battie,"February 11, 1976",USA,5th overall,1st round,1997,Texas Tech University,6-11,230lb,Right,Center and Power Forward
1662,Tony Bobbitt,"October 22, 1979",USA,,,,University of Cincinnati,6-4,190lb,Right,Shooting Guard
1663,Tony Bradley,"January 8, 1998",USA,28th overall,1st round,2017,University of North Carolina,6-10,248lb,Right,Center
1664,Tony Delk,"January 28, 1974",USA,16th overall,1st round,1996,University of Kentucky,6-1,189lb,Right,Shooting Guard and Point Guard
1665,Tony Dumas,"August 25, 1972",USA,19th overall,1st round,1994,University of Missouri-Kansas City,6-6,190lb,Right,Shooting Guard
1666,Tony Farmer,"January 3, 1970",USA,,,,"San Jose State University, University of Nebraska",6-9,244lb,Right,Center and Power Forward
1667,Tony Massenburg,"July 31, 1967",USA,43rd overall,2nd round,1990,University of Maryland,6-9,220lb,Right,Center and Power Forward
1668,Tony Parker,"May 17, 1982",Belgium,28th overall,1st round,2001,,6-2,185lb,Right,Point Guard
1669,Tony Smith,"June 14, 1968",USA,51st overall,2nd round,1990,Marquette University,6-3,185lb,Right,Point Guard and Shooting Guard
1670,Tony Snell,"November 10, 1991",USA,20th overall,1st round,2013,University of New Mexico,6-7,213lb,Right,Shooting Guard and Small Forward
1671,Tony Wroten,"April 13, 1993",USA,25th overall,1st round,2012,University of Washington,6-6,205lb,Left,Shooting Guard and Point Guard
1672,Torraye Braggs,"May 15, 1976",USA,57th overall,2nd round,1998,Xavier University,6-8,245lb,Right,Power Forward
1673,Toure' Murry,"November 8, 1989",USA,,,,Wichita State University,6-5,195lb,Right,Point Guard and Shooting Guard
1674,Tracy McGrady,"May 24, 1979",USA,9th overall,1st round,1997,,6-8,210lb,Right,Shooting Guard and Small Forward
1675,Tracy Moore,"December 28, 1965",USA,,,,University of Tulsa,6-4,200lb,Right,Shooting Guard and Small Forward
1676,Tracy Murray,"July 25, 1971",USA,18th overall,1st round,1992,"University of California, Los Angeles",6-7,225lb,Right,Small Forward
1677,Trajan Langdon,"May 13, 1976",USA,11th overall,1st round,1999,Duke University,6-3,197lb,Right,Shooting Guard
1678,Travis Best,"July 12, 1972",USA,23rd overall,1st round,1995,Georgia Institute of Technology,5-11,182lb,Left,Point Guard
1679,Travis Diener,"March 1, 1982",USA,38th overall,2nd round,2005,Marquette University,6-1,175lb,Right,Point Guard
1680,Travis Hansen,"April 15, 1978",USA,37th overall,2nd round,2003,"Utah Valley State College, Brigham Young University",6-6,205lb,Right,Small Forward
1681,Travis Knight,"September 13, 1974",USA,29th overall,1st round,1996,University of Connecticut,7-0,235lb,Right,Center
1682,Travis Leslie,"March 29, 1990",USA,47th overall,2nd round,2011,University of Georgia,6-4,205lb,Right,Shooting Guard
1683,Travis Outlaw,"September 18, 1984",USA,23rd overall,1st round,2003,,6-9,210lb,Right,Power Forward and Small Forward
1684,Travis Wear,"September 21, 1990",USA,,,,"University of North Carolina, University of California, Los Angeles",6-10,230lb,Right,Small Forward
1685,Travis Williams,"May 27, 1969",USA,,,,South Carolina State University,6-6,215lb,Left,Small Forward
1686,Tremaine Fowlkes,"April 11, 1976",USA,54th overall,2nd round,1998,"University of California, California State University, Fresno",6-8,220lb,Right,Small Forward
1687,Trenton Hassell,"March 4, 1979",USA,30th overall,2nd round,2001,Austin Peay State University,6-5,200lb,Right,Shooting Guard and Small Forward
1688,Treveon Graham,"October 28, 1993",USA,,,,Virginia Commonwealth University,6-5,225lb,Right,Shooting Guard
1689,Trevor Ariza,"June 30, 1985",USA,43rd overall,2nd round,2004,"University of California, Los Angeles",6-8,215lb,Right,Small Forward and Shooting Guard
1690,Trevor Booker,"November 25, 1987",USA,23rd overall,1st round,2010,Clemson University,6-8,228lb,Left,Power Forward
1691,Trevor Winter,"January 7, 1974",USA,,,,University of Minnesota,7-0,275lb,Right,Center
1692,Trey Burke,"November 12, 1992",USA,9th overall,1st round,2013,University of Michigan,6-1,175lb,Right,Point Guard
1693,Trey Gilder,"January 24, 1985",USA,,,,"McNeese State University, Northwestern State University",6-9,185lb,Right,Small Forward
1694,Trey Johnson,"August 30, 1984",USA,,,,"Alcorn State University, Jackson State University",6-5,218lb,Right,Shooting Guard
1695,Trey Lyles,"November 5, 1995",Canada,12th overall,1st round,2015,University of Kentucky,6-10,234lb,Right,Power Forward
1696,Trey McKinney-Jones,"August 27, 1990",USA,,,,University of Miami,6-5,214lb,Right,Shooting Guard
1697,Trey Thompkins,"May 20, 1990",USA,37th overall,2nd round,2011,University of Georgia,6-10,245lb,Right,Center
1698,Tristan Thompson,"March 13, 1991",Canada,4th overall,1st round,2011,University of Texas at Austin,6-10,238lb,Left Right,Power Forward and Center
1699,Troy Bell,"November 10, 1980",USA,16th overall,1st round,2003,Boston College,6-1,180lb,Right,Point Guard
1700,Troy Daniels,"July 15, 1991",USA,,,,Virginia Commonwealth University,6-4,205lb,Right,Shooting Guard
1701,Troy Hudson,"March 13, 1976",USA,,,,"University of Missouri, Southern Illinois University",6-1,170lb,Right,Point Guard
1702,Troy Murphy,"May 2, 1980",USA,14th overall,1st round,2001,University of Notre Dame,6-11,245lb,Left,Power Forward
1703,Troy Williams,"December 30, 1994",USA,,,,Indiana University,6-7,218lb,Right,Small Forward
1704,Ty Lawson,"November 3, 1987",USA,18th overall,1st round,2009,University of North Carolina,5-11,195lb,Right,Point Guard
1705,Tyler Cavanaugh,"February 9, 1994",USA,,,,George Washington University,6-9,238lb,Right,Power Forward
1706,Tyler Dorsey,"February 18, 1996",USA,41st overall,2nd round,2017,University of Oregon,6-5,183lb,Right,Shooting Guard
1707,Tyler Ennis,"August 24, 1994",Canada,18th overall,1st round,2014,Syracuse University,6-3,194lb,Right,Point Guard
1708,Tyler Hansbrough,"November 3, 1985",USA,13th overall,1st round,2009,University of North Carolina,6-9,250lb,Right,Power Forward
1709,Tyler Honeycutt,"July 15, 1990",USA,35th overall,2nd round,2011,"University of California, Los Angeles",6-8,188lb,Right,Small Forward
1710,Tyler Johnson,"May 7, 1992",USA,,,,"California State University, Fresno",6-4,190lb,Left,Shooting Guard and Point Guard
1711,Tyler Lydon,"April 9, 1996",USA,24th overall,1st round,2017,Syracuse University,6-10,225lb,Right,Power Forward
1712,Tyler Ulis,"January 5, 1996",USA,34th overall,2nd round,2016,University of Kentucky,5-10,160lb,Right,Point Guard
1713,Tyler Zeller,"January 17, 1990",USA,17th overall,1st round,2012,University of North Carolina,7-0,253lb,Right,Center
1714,Tyreke Evans,"September 19, 1989",USA,4th overall,1st round,2009,University of Memphis,6-6,220lb,Right,Small Forward and Shooting Guard and Point Guard
1715,Tyrone Corbin,"December 31, 1962",USA,35th overall,2nd round,1985,DePaul University,6-6,210lb,Right,Small Forward
1716,Tyrone Hill,"March 19, 1968",USA,11th overall,1st round,1990,Xavier University,6-9,240lb,Right,Power Forward and Center
1717,Tyrone Nesby,"January 31, 1976",USA,,,,"University of Nevada, Las Vegas",6-6,225lb,Right,Small Forward and Shooting Guard
1718,Tyronn Lue,"May 3, 1977",USA,23rd overall,1st round,1998,University of Nebraska,6-0,175lb,Right,Point Guard
1719,Tyrus Thomas,"August 17, 1986",USA,4th overall,1st round,2006,Louisiana State University,6-9,215lb,Right,Power Forward and Center
1720,Tyshawn Taylor,"April 12, 1990",USA,41st overall,2nd round,2012,University of Kansas,6-3,185lb,Right,Point Guard
1721,Tyson Chandler,"October 2, 1982",USA,2nd overall,1st round,2001,,7-1,240lb,Right,Center and Power Forward
1722,Tyus Edney,"February 14, 1973",USA,47th overall,2nd round,1995,"University of California, Los Angeles",5-10,152lb,Right,Point Guard
1723,Tyus Jones,"May 10, 1996",USA,24th overall,1st round,2015,Duke University,6-2,196lb,Right,Point Guard
1724,Udonis Haslem,"June 9, 1980",USA,,,,University of Florida,6-8,235lb,Right,Power Forward and Center
1725,Uros Slokar,"May 14, 1983",Slovenia,58th overall,2nd round,2005,,6-10,238lb,Left,Center
1726,Vassilis Spanoulis,"August 7, 1982",Greece,50th overall,2nd round,2004,,6-4,195lb,Right,Shooting Guard
1727,Vernon Macklin,"September 20, 1986",USA,52nd overall,2nd round,2011,"Georgetown University, University of Florida",6-10,227lb,Right,Center
1728,Vernon Maxwell,"September 12, 1965",USA,47th overall,2nd round,1988,University of Florida,6-4,180lb,Right,Point Guard and Shooting Guard
1729,Viacheslav Kravtsov,"August 25, 1987",Ukraine,,,,,7-0,260lb,Right,Center
1730,Victor Alexander,"August 31, 1969",USA,17th overall,1st round,1991,Iowa State University,6-9,265lb,Right,Center
1731,Victor Claver,"August 30, 1988",Spain,22nd overall,1st round,2009,,6-9,224lb,Right,Small Forward
1732,Victor Oladipo,"May 4, 1992",USA,2nd overall,1st round,2013,Indiana University,6-4,210lb,Right,Shooting Guard and Point Guard
1733,Viktor Khryapa,"August 3, 1982",Ukraine,22nd overall,1st round,2004,,6-9,210lb,Right,Small Forward and Power Forward
1734,Vin Baker,"November 23, 1971",USA,8th overall,1st round,1993,University of Hartford,6-11,232lb,Right,Power Forward and Center
1735,Vince Carter,"January 26, 1977",USA,5th overall,1st round,1998,University of North Carolina,6-6,220lb,Right,Small Forward and Shooting Guard
1736,Vincent Askew,"February 28, 1966",USA,39th overall,2nd round,1987,University of Memphis,6-6,210lb,Right,Shooting Guard
1737,Vinny Del Negro,"August 9, 1966",USA,29th overall,2nd round,1988,North Carolina State University,6-4,185lb,Right,Point Guard and Shooting Guard
1738,Vitaly Potapenko,"March 21, 1975",Ukraine,12th overall,1st round,1996,Wright State University,6-10,280lb,Right,Center
1739,Vlade Divac,"February 3, 1968",Serbia,26th overall,1st round,1989,,7-1,243lb,Right,Center
1740,Vladimir Radmanovic,"November 19, 1980",Bosnia and Herzegovina,12th overall,1st round,2001,,6-10,227lb,Right,Small Forward and Power Forward
1741,Vladimir Stepania,"May 8, 1976",Georgia,27th overall,1st round,1998,,7-0,236lb,Right,Center
1742,Von Wafer,"July 21, 1985",USA,39th overall,2nd round,2005,Florida State University,6-5,210lb,Right,Small Forward and Shooting Guard
1743,Vonteego Cummings,"February 29, 1976",USA,26th overall,1st round,1999,University of Pittsburgh,6-3,185lb,Right,Point Guard
1744,Voshon Lenard,"May 14, 1973",USA,46th overall,2nd round,1994,University of Minnesota,6-4,205lb,Right,Shooting Guard
1746,Wally Szczerbiak,"March 5, 1977",Spain,6th overall,1st round,1999,Miami University,6-7,244lb,Right,Small Forward
1747,Walt Lemon Jr.,"July 26, 1992",USA,,,,Bradley University,6-3,180lb,Left,Point Guard
1748,Walt Williams,"April 16, 1970",District of Columbia,7th overall,1st round,1992,University of Maryland,6-8,219lb,Right,Small Forward
1749,Walter Herrmann,"June 26, 1979",Argentina,,,,,6-9,225lb,Right,Small Forward and Power Forward
1750,Walter McCarty,"February 1, 1974",USA,19th overall,1st round,1996,University of Kentucky,6-10,230lb,Right,Small Forward and Power Forward
1751,Walter Sharpe,"July 18, 1986",USA,32nd overall,2nd round,2008,"Mississippi State University, University of Alabama at Birmingham",6-9,245lb,Right,Power Forward
1752,Wayman Tisdale,"June 9, 1964",USA,2nd overall,1st round,1985,University of Oklahoma,6-9,240lb,Left,Power Forward
1753,Wayne Ellington,"November 29, 1987",USA,28th overall,1st round,2009,University of North Carolina,6-5,200lb,Right,Shooting Guard
1754,Wayne Selden,"September 30, 1994",USA,,,,University of Kansas,6-5,230lb,Right,Shooting Guard
1755,Wayne Simien,"March 9, 1983",USA,29th overall,1st round,2005,University of Kansas,6-9,255lb,Right,Power Forward
1756,Wayne Turner,"March 22, 1976",USA,,,,University of Kentucky,6-2,190lb,Right,Point Guard
1757,Wesley Johnson,"July 11, 1987",USA,4th overall,1st round,2010,"Iowa State University, Syracuse University",6-7,215lb,Right,Shooting Guard and Small Forward
1758,Wesley Matthews,"October 14, 1986",USA,,,,Marquette University,6-5,220lb,Right,Small Forward and Shooting Guard
1759,Wesley Person,"March 28, 1971",USA,23rd overall,1st round,1994,Auburn University,6-6,195lb,Right,Small Forward and Shooting Guard
1760,Will Barton,"January 6, 1991",USA,40th overall,2nd round,2012,University of Memphis,6-6,190lb,Right,Shooting Guard
